task,domain,split,sample_id,text,aspect,label_name,label_id
absa,laptop,train,1617,The online tutorial videos make it super easy to learn if you have always used a PC.,online tutorial videos,positive,0
absa,laptop,train,842,"I'm still within the one year warranty but the repair ""depot""  has deemed that this time it was caused by physical abuse and is not  covered.","repair ""depot""",negative,1
absa,laptop,train,2666,The only problem is a lack of screen resolutions!,screen resolutions,negative,1
absa,laptop,train,3011,"Great OS, fabulous improvements to the existing line bumping up the processor speed and adding the thunderbolt port.",processor speed,positive,0
absa,laptop,train,637,-I propose that they can just swap the hard drives.,hard drives,neutral,2
absa,laptop,train,2488,The one thing I wish it had was a detailed hardcopy manuel.,hardcopy manuel,negative,1
absa,laptop,train,2225,I also enjoy the fact that my MacBook Pro laptop allows me to run Windows 7 on it by using the VMWare program.,Windows 7,positive,0
absa,laptop,train,2073,"Also the speakers are not very loud, But it is a netbook.",speakers,negative,1
absa,laptop,train,2231,"you can find many laptops with the same performance and even better with lower price, but you cannot find the look, easy, applications, and the experience in mac.",look,positive,0
absa,laptop,train,2111,"I took it in to the Apple store and guess what? They fixed it, no cost out of pocket.",cost,negative,1
absa,laptop,train,1497,"The PhotoBooth is a great program, it takes very good pictures with the built-in camera.",PhotoBooth,positive,0
absa,laptop,train,1645,See when it comes to laptops you buy it and get just a normal operating system with trials of must need stuff that should come with it.,operating system,neutral,2
absa,laptop,train,313,"I also purchased iWork to go with it which has programs for word processing, spreadsheets, and presentations (similar to Microsoft Office).",spreadsheets,neutral,2
absa,laptop,train,2362,"Quality Display  I love HP,, it's the only computer/printer we will buy.",Quality Display,positive,0
absa,laptop,train,2121,They also use two totally different operating systems.,operating systems,neutral,2
absa,laptop,train,2077,The screen shows great colors.,screen,positive,0
absa,laptop,train,1921,"Programs would crash all the time, and it turned out to be a very unstable, unreliable laptop for me.",Programs,negative,1
absa,laptop,train,285,It doesnt work worth a damn.,work,negative,1
absa,laptop,train,1592,Enjoy that Toshib force and durability unparalleled,force,positive,0
absa,laptop,train,291,Not to mention it has shit gigs.,gigs,negative,1
absa,laptop,train,1623,With a MAC computer I have more free time as I don't have to wait for windows to boot up or shut down and all the viruses associated with windows.,shut down,negative,1
absa,laptop,train,2470,Its ease of use and the top service from Apple- be it their phone assistance or bellying up to the genius bar- cannot be beat.,phone assistance,positive,0
absa,laptop,train,2824,"Simple to use, and great graphics.",use,positive,0
absa,laptop,train,1783,"It is easy to use, has great screen quality, and every so light weight.",use,positive,0
absa,laptop,train,1180,"After sending out documents via email and having recipients tell me they could not open the documents or they came through as gibberish, I broke down and spent another $100 to get Microsoft Word for Mac.",Microsoft Word for Mac,neutral,2
absa,laptop,train,1104,The first programm I switched on was a game for my children.,programm,neutral,2
absa,laptop,train,1053,Adjust the sensitivity since it's not that responsive to begin with.,sensitivity,negative,1
absa,laptop,train,838,"The port is secured to motherboard so when this  happens you can't see the plug at all, it's just gone.",port,neutral,2
absa,laptop,train,1208,in 5 months the connect quality got worse and worse.,connect quality,negative,1
absa,laptop,train,2995,The wheel that turns the volume up and down doesn't work in real time.,wheel,negative,1
absa,laptop,train,340,They also have a longer service life than other computers (I have several friends who still use the older Apple PowerBooks).,service life,positive,0
absa,laptop,train,2489,"I think the manual is somewhere on the hard drive, but I rather have a hard copy.",hard drive,neutral,2
absa,laptop,train,2811,"Fan vents to the side, so no cooling pad needed, great feature!",cooling pad,neutral,2
absa,laptop,train,1485,"This purchase opened me to the world of Macbooks, and I am impressed with the intuition of the design, the beauty of the product, and the excellent technological advances associated with it.",design,positive,0
absa,laptop,train,1582,"Crisp screen, great battery life, and plenty of storage.",battery life,positive,0
absa,laptop,train,2859,"Some features arent friendly ( volume wheel, sound quality, etc.",sound quality,negative,1
absa,laptop,train,640,They say that this will invalidate the warranty on the hard drive (I don't really understand why but anyway).,hard drive,neutral,2
absa,laptop,train,2796,This computer doesn't do that well with certain games it can't play some and it becomes too hot while playing games.,games,negative,1
absa,laptop,train,1675,It's color is even cool.,color,positive,0
absa,laptop,train,356,great battery life.,battery life,positive,0
absa,laptop,train,659,I reinstalled windows through the recovery discs and everything seemed good again.,windows,positive,0
absa,laptop,train,1846,  Dealing with the support drone on the other end of the chat was sheer torture.,support,negative,1
absa,laptop,train,1874,"I feel that it was poorly put together, because once in a while different plastic pieces would come off of it.",plastic pieces,negative,1
absa,laptop,train,1078,"The screen is nice, side view angles are pretty good.",screen,positive,0
absa,laptop,train,2756,"The battery life has not decreased since I bought it, so i'm thrilled with that.",battery life,positive,0
absa,laptop,train,2573,"I upgraded the memory and replaced the base Windows 7 Starter to Win 7 Home, and it runs just fine.",Win 7 Home,neutral,2
absa,laptop,train,653,It played various games without problems and ran aero smoothly and flawlessly.,aero,neutral,2
absa,laptop,train,2682,"Not sure how I recommend it for quality gaming, as I have a desktop rig for that reason.",gaming,negative,1
absa,laptop,train,3060,"I mainly use it for email, internet, and managing personal files (pics, vids, etc.).",internet,neutral,2
absa,laptop,train,2231,"you can find many laptops with the same performance and even better with lower price, but you cannot find the look, easy, applications, and the experience in mac.",price,positive,0
absa,laptop,train,2876,The games included are very good games.,games,positive,0
absa,laptop,train,312,"The computer runs very fast with no problems and the iLife software that comes with it (iPhoto, iMovie, iWeb, iTunes, GarageBand) is all very helpful as well.",GarageBand,positive,0
absa,laptop,train,2960,"The ATI graphics card is a huge plus, definitely a good value if you need to be able to run some slightly older games that a Intel built-in card would have trouble with, such as Half-Life 2 or even World of Warcraft.",games,neutral,2
absa,laptop,train,2020,I had to call HP and ask for a recovery disk because the computer does not come with one and completely redo it all.,recovery disk,negative,1
absa,laptop,train,1738,"I just plug this into my 22"" Monitor and the speedy MacOSX performs just as well on this dual-core that my Dell did with Windows 7 with a quad-core.",Windows 7,positive,0
absa,laptop,train,1845,  even though I had the receipt in front of me proving it still had 2 months left on the warranty.,warranty,negative,1
absa,laptop,train,777,HOW DOES THE POWER SUPPLY NOT WORK!!!,POWER SUPPLY,negative,1
absa,laptop,train,1152,Then the hard drive failed;,hard drive,negative,1
absa,laptop,train,1349,"They say it could be the motherboard again, but Dell",motherboard,negative,1
absa,laptop,train,2902,"I have found also, it is very easy to be able to access wireless internet access;",wireless internet access,positive,0
absa,laptop,train,537,I had purchased it from a major electronics store and took it to their service department to find out what the problem was.,service department,neutral,2
absa,laptop,train,1392,sometimes you will be moving your finger and the pointer will not even move.,pointer,negative,1
absa,laptop,train,1480,"My friend reports the notebook is astonishing in performance, picture quality, and ease of use.",picture quality,positive,0
absa,laptop,train,2585,It is VERY easy to type on and feels great - besides the added feature that the keyboard is lighted.,keyboard,positive,0
absa,laptop,train,1228,The computer is currently in West Verginia doe to the method of shipping choosen by Toshiba.,shipping,negative,1
absa,laptop,train,87,It is easy to operate and I have already ordered more software and gadgets for my new Rolls Royce of laptops.,software,neutral,2
absa,laptop,train,1812,"The difference is it's a whole lot of fun using the laptop now, still learning the Apple navigation, but is fun and comes with a lot of cool apps.",Apple navigation,neutral,2
absa,laptop,train,2504,"Features such as the Dashboard (allows you to view frequently used tools like a calculator, weather forecast, movie times, calendar, computer post its etc.",Features,neutral,2
absa,laptop,train,1224,I was happy with My purchase of a Toshiba Satellite L305D-S5934 laptop until it came time to have it repaired under the Toshiba Warranty.,Toshiba Warranty,negative,1
absa,laptop,train,2124,Mostly I love the drag and drop feature.,drag and drop feature,positive,0
absa,laptop,train,2146,"But with A WAY Bigger Screen, and IS able to connect to an HDMI.",Screen,positive,0
absa,laptop,train,3006,lots of preloaded software.,preloaded software,positive,0
absa,laptop,train,842,"I'm still within the one year warranty but the repair ""depot""  has deemed that this time it was caused by physical abuse and is not  covered.",warranty,negative,1
absa,laptop,train,2084,"If you want a little more custom ability, drop a few bucks and upgrade to one of the more robust versions of Win 7 and grab a 2GB stick of memory to spice it all up a bit more.",2GB stick of memory,positive,0
absa,laptop,train,2333,"Obviously one of the most important features of any computer is the ""human interface.",features,neutral,2
absa,laptop,train,1660,"Theres also iDVD, a program dedicated to putting all your favorite media together- photos, recordings, video projects into one program so that you can create the perfect memoir for your parents, family, siblings, and any other person important in your life that there may be.",iDVD,positive,0
absa,laptop,train,2723,"Graphics are clean and sharp, internet interfaces are seamless.",Graphics,positive,0
absa,laptop,train,331,"It has a 10 hour battery life when you're doing web browsing and word editing, making it perfect for the classroom or office, and in terms of gaming and movie playing it'll have a battery life of just over 5 hours.",battery life,positive,0
absa,laptop,train,1775,"The 13"" Macbook Pro just fits in my budget and with free shipping and no tax to CA this is the best price we can get for a great product.",shipping,positive,0
absa,laptop,train,2246,"It has many great programs, such as ILife, iPhotos and others.",programs,positive,0
absa,laptop,train,2322,The screen is gorgeous - yummy good.,screen,positive,0
absa,laptop,train,2960,"The ATI graphics card is a huge plus, definitely a good value if you need to be able to run some slightly older games that a Intel built-in card would have trouble with, such as Half-Life 2 or even World of Warcraft.",ATI graphics card,positive,0
absa,laptop,train,2348,The unibody design is edgy and durable.,unibody design,positive,0
absa,laptop,train,1993,"Whenever tried to turn it on, it would restart as soon as the BIOS launched Windows (or Winblows, as I like ot call it).",BIOS,negative,1
absa,laptop,train,1412,I could save ten essay papers and have hardly any memory left.,memory,negative,1
absa,laptop,train,162,/ awesome cooling system/ much better grafics card (ATI 5870) / 8GB RAM/ LED backlit screen...,cooling system,positive,0
absa,laptop,train,451,It was very easy to just pick up and use-- It did not take long to get used to the Mac OS.,Mac OS,positive,0
absa,laptop,train,1757,"Great Laptop for the price, works well with action pack games.",works,positive,0
absa,laptop,train,668,"the features are great, the only thing it needs is better speakers.",features,positive,0
absa,laptop,train,834,"This laptop looks great on the surface: 17"" inch screen, good  price-point, nice appearance, boots up quickly, runs fast etc.","17"" inch screen",positive,0
absa,laptop,train,608,can't reinstall with standard os cd because of proprietary hardware drivers.,proprietary hardware drivers,negative,1
absa,laptop,train,772,Was searching online for a power supply when I found this site.,power supply,neutral,2
absa,laptop,train,1623,With a MAC computer I have more free time as I don't have to wait for windows to boot up or shut down and all the viruses associated with windows.,windows,negative,1
absa,laptop,train,154,"The video card is great for media, and above average for gaming, but not a gamers first choice.",video card,conflict,3
absa,laptop,train,222,The macbook rarely requires a hard reboot.,hard reboot,conflict,3
absa,laptop,train,2096,"The price premium is a little much, but when you start looking at the features it is worth the added cash.",features,positive,0
absa,laptop,train,809,DO NOT BUY GATEWAY COMPUTERS THEY ARE JUNK AND THE WARRANTY COMPANY IS HORRIBLE.,WARRANTY COMPANY,negative,1
absa,laptop,train,1139,  I constantly had to send my laptop in for services every 3 months and it always seems to be the same problem that they said they had already fixed.,services,negative,1
absa,laptop,train,2632,"I thought learning the Mac OS would be hard, but it is easily picked up if you are familiar with a PC.",Mac OS,positive,0
absa,laptop,train,745,"Called tech support and got the usual Acer ""We don't support software but for $$$ we can help you"" I explained there was no software involved in booting.",software,negative,1
absa,laptop,train,469,"I gave it to my daughter because I just hated the screen, hated that it had no cd drive to at least play cd's when I wanted to listen to music and do schoolwork.",screen,negative,1
absa,laptop,train,1372,"  We have had numerous problems with Vista, such as Adobe Flash player just quits and has to be uninstalled and then reinsalled, Internet Explore just quits and you lose whatever you were working on, also, the same Windows update has appeared on this computer since we got it and has been updated probably 400 times, the same update.",Internet Explore,negative,1
absa,laptop,train,1658,"Garageband is more for the musicians, and the laptop is equipped with a good working microphone, good enough for beginners and musicians at the intermediate level.",Garageband,neutral,2
absa,laptop,train,2080,"Even though it is running Snow Leopard, 2.4 GHz C2D is a bit of an antiquated CPU and thus the occasional spinning wheel would appear when running Office Mac applications such as Word or Excel.",CPU,negative,1
absa,laptop,train,214,Keyboard good sized and wasy to use.,Keyboard,positive,0
absa,laptop,train,1066,"One more tip, please purchase this model and get a 4GB stick of RAM to save you $10",4GB stick of RAM,positive,0
absa,laptop,train,697,"The 13"" Macbook Pro just fits in my budget and with free shipping and no tax to CA this is the best price we can get for a great product.",price,positive,0
absa,laptop,train,275,"It is short on space, and downloads always had problems being completed, or were said to be 'corrupted'.",downloads,negative,1
absa,laptop,train,2922,I have been very pleased with the performance of this laptop.,performance,positive,0
absa,laptop,train,1793,"Without a doubt, the *design* of this laptop is fantastic.",design,positive,0
absa,laptop,train,144,I thought the price was great for the specs.,price,positive,0
absa,laptop,train,609,keys are all in weird places and is way too large for the way it is designed.,designed,negative,1
absa,laptop,train,2261,"The Apple applications (ex.iPhoto) are fun, easy, and really cool to use (unlike the competition)!",Apple applications,positive,0
absa,laptop,train,1984,"Who couldn't love a DVD burner, 80-gigabyte HD, and fairly new graphics chip? As I soon discovered, though, there is a reason for which similarly-configured Sony and Toshiba machines cost more: they use higher-quality components that are faster, better-configured, and end up lasting a lot longer.",components,positive,0
absa,laptop,train,743,When I finally had everything running with all my software installed I plugged in my droid to recharge and the system crashed.,software,neutral,2
absa,laptop,train,2360,"Navigation through the computer is far superior compared to Windows operating systems, as well.",Windows operating systems,negative,1
absa,laptop,train,374,"Love the graphics, awesome programs (including Garageband), and really cool default background.",Garageband,positive,0
absa,laptop,train,3026,The first full charge of this battery got me only about 2 full hours.,full charge,negative,1
absa,laptop,train,220,"Although the price is higher then Dell laptops, the Macbooks are worth the dough.",price,negative,1
absa,laptop,train,2452,It also came with a built it web cam which is great because I can see an communicate with my family members back home.,built it web cam,positive,0
absa,laptop,train,2909,"Have had many higher priced computers crash and burn long before ever got to use all that great memory and speed, etc.",speed,negative,1
absa,laptop,train,191,3) Horrible customer support,customer support,negative,1
absa,laptop,train,1892,I purchased this netbook after my original Toshiba laptop crashed right after the warranty expired.,warranty,negative,1
absa,laptop,train,563,the mcbook pro notebook will make it easy for you to write and read your emails at blazing speeds.,speeds,positive,0
absa,laptop,train,2181,"Three, the mac book has advantages over pcs' with linux based os there is very 'few problems with system performance when it comes to a mac.",linux based os,negative,1
absa,laptop,train,1972,It was hard to handle and operate at school.,handle,negative,1
absa,laptop,train,1497,"The PhotoBooth is a great program, it takes very good pictures with the built-in camera.",built-in camera,positive,0
absa,laptop,train,2709,Keys stick periodically and I havent had the laptop for 45 days yet.,Keys,negative,1
absa,laptop,train,719,"It is easy to use, its keyboard easily accommodates large hands, and its weight is fantasic.",weight,positive,0
absa,laptop,train,577,It gives me the power and speed that I need to run all the programs I use to edit.,programs,neutral,2
absa,laptop,train,2622,"Reason why? It's because when you buy it, you know first thing that you will not lose any value for that laptop, the price will stay the same for the next year, and even if Apple does decides to change mode, your laptop value will only drop 10-20%, unlike PC laptops which drop more than 80%.",price,positive,0
absa,laptop,train,2644,"It's so much easier to navigate through the operating system, to find files, and it runs a lot faster!",operating system,positive,0
absa,laptop,train,2987,It works fine with our wireless and they've had not problems.,works,positive,0
absa,laptop,train,1738,"I just plug this into my 22"" Monitor and the speedy MacOSX performs just as well on this dual-core that my Dell did with Windows 7 with a quad-core.","22"" Monitor",neutral,2
absa,laptop,train,2157,This computer is exceptionally thin for it's screen size and processing power.,screen size,positive,0
absa,laptop,train,331,"It has a 10 hour battery life when you're doing web browsing and word editing, making it perfect for the classroom or office, and in terms of gaming and movie playing it'll have a battery life of just over 5 hours.",movie playing,neutral,2
absa,laptop,train,101,I got assurances from 2 different people that the remaining 10 months of my warranty would transfer to the new computer.,warranty,positive,0
absa,laptop,train,803,It rarely works and when it does it's incredibly slow.,works,negative,1
absa,laptop,train,2644,"It's so much easier to navigate through the operating system, to find files, and it runs a lot faster!",runs,positive,0
absa,laptop,train,26,"The battery life is amazing, the versitility is outstanding.",battery life,positive,0
absa,laptop,train,1420, Then after paying for it to be examined I was told it was same problem cited on website but I'd have to pay anyways since it was past warrenty.,warrenty,negative,1
absa,laptop,train,2978,I've haven't had any major problems with the laptop except that the plastic piece that covers the usb port wires have all come off.,usb port wires,neutral,2
absa,laptop,train,1906,"  Only a few days after I received the computer back, the screen froze again.",screen,negative,1
absa,laptop,train,141,"Called Acer many times, they want me to pay the shipping to ship it to their repair center - I was very disappointed since it is a brand new computer!",shipping,negative,1
absa,laptop,train,2751,Good monitor and performed well.,performed,positive,0
absa,laptop,train,659,I reinstalled windows through the recovery discs and everything seemed good again.,recovery discs,positive,0
absa,laptop,train,2722,I'm really impressed with the quality and performance for the price of the computer.,price,positive,0
absa,laptop,train,821,"  Also, I have had alot of trouble with the keys sticking and will not type correctly.",keys,negative,1
absa,laptop,train,1120,"I hope to edit this in the next few hours, I am going to try to install my own copy of Windows 7.",Windows 7,neutral,2
absa,laptop,train,2440,"I was looking too closely at the other performance specs and while comparing, I took it for granted that these features were standard.",features,neutral,2
absa,laptop,train,2694,Peformance is good for the price.,price,positive,0
absa,laptop,train,1610,My macbook is so much better looking and so thin!,looking,positive,0
absa,laptop,train,1895,"Overall I feel this netbook was poor quality, had poor performance, although it did have great battery life when it did work.",quality,negative,1
absa,laptop,train,597,The iLife software that comes with the computer is so simple to use and produces a great finished product.,iLife software,positive,0
absa,laptop,train,2407,You can even run a parallels type program easily and run any leftover PC software that you absolutely cannot be without.,software,positive,0
absa,laptop,train,394,"The leather carrying case, keyboard and mouse arrived in two days from Memphis warehouse.",keyboard,neutral,2
absa,laptop,train,2795,At first it worked well for a month or so then the system board failed and I send it in to toshiba some complaints and three weeks later I then receive my laptop back only to discover that it still has the same problem so now I have to send it back again to get it fixed again.,system board,negative,1
absa,laptop,train,452,"(I had been a Windows/Linux user before this) I love the size because the screen is big enough for what I use it for (Internet, artwork), and yet it is small enough to be reasonably portable.",Linux,neutral,2
absa,laptop,train,3049,"Yeah, of course smarty pants ""fix it now"")Software - Compared to the early 2011 edition I did see inbuilt applications crashing and it prompted me to send the report to Apple (which I promptly did).",inbuilt applications,negative,1
absa,laptop,train,1256,Wasted me at least 8 hours of installation time.,installation time,negative,1
absa,laptop,train,2267,"As a computer science student in college, I find that the portability, longevity, and ease of use of this computer make me (shockingly) want to do homework more;",use,positive,0
absa,laptop,train,3056,"The speed difference is next to NOTHING for a mac, and the hard drive can be manually upgraded or you could just buy a $60 500gb external hard drive.",500gb external hard drive,neutral,2
absa,laptop,train,1535,"However, I love this particular Mac because its very fast, great size, and has fantastic features like the lighted keyboard and easy mouse pad.",mouse pad,positive,0
absa,laptop,train,936,"  It is easy to use, fast and has great graphics for the money.",use,positive,0
absa,laptop,train,1623,With a MAC computer I have more free time as I don't have to wait for windows to boot up or shut down and all the viruses associated with windows.,windows,negative,1
absa,laptop,train,408,I'v spent as much for shipping as I would to buy a new netbook -- of course a different brand.,shipping,negative,1
absa,laptop,train,2588,"Its Office compatible, but the features and its functioning is all new again so you might as well save the money and just learn the pre installed mac programs.",functioning,neutral,2
absa,laptop,train,2015,It had some kind of pre installed software update that completely shut the computer down when you clicked it.,pre installed software update,negative,1
absa,laptop,train,2154,The large screen also helps when you are working in design based programs like Adobe Creative Suite.,Adobe Creative Suite,neutral,2
absa,laptop,train,2415,The gray color was a good choice.,gray color,positive,0
absa,laptop,train,248,The Internet Explorer was very slow from the very beginning.,Internet Explorer,negative,1
absa,laptop,train,722,"Other installed features, such as certain printer software, are also most attractive.",printer software,positive,0
absa,laptop,train,1691,The paint wears off easily due to the keyboard being farther back than usual.,paint,negative,1
absa,laptop,train,1926,Again in February my computer completely failed to the point that it could not load Windows so I contacted Acer to get it fixed thru my Warrenty and it took about 3 days fighting on the phone with agents and it seemed as though NONE of them spoke English.,Windows,neutral,2
absa,laptop,train,1818,This laptop looked brand new and was shipped very quickly.,shipped,positive,0
absa,laptop,train,2677,"As with any laptop not purchased with software options, it comes with a lot of what I consider useless applications.",software options,negative,1
absa,laptop,train,838,"The port is secured to motherboard so when this  happens you can't see the plug at all, it's just gone.",plug,negative,1
absa,laptop,train,1097," I actually had the hard drive replaced twice, the mother board once, the dvd drive twice, then they FINALLY agreed to replace it, (ALL OF THIS IN LESS THAN 1 1/2 YEARS!",mother board,negative,1
absa,laptop,train,1068,"I reloaded with Windows 7 Ultimate, and the Bluetooth and Fingerprint reader (software) would not load.",Fingerprint reader,negative,1
absa,laptop,train,1744,Supplied software: The software that comes with this machine is greatly welcomed compared to what Windows comes with.,software,positive,0
absa,laptop,train,312,"The computer runs very fast with no problems and the iLife software that comes with it (iPhoto, iMovie, iWeb, iTunes, GarageBand) is all very helpful as well.",iTunes,positive,0
absa,laptop,train,2970,I did not have to call the support line at all.,support line,neutral,2
absa,laptop,train,2353,They have developed excellent proprietary software for editing video and pictures and I'm looking forward to utilizing these tools on the regular.,proprietary software,positive,0
absa,laptop,train,2923,"The battery life seems to be very good, and have had no issues with it.",battery life,positive,0
absa,laptop,train,1718,I eventually did the migration from my iMac backup disc which uses USB.,iMac backup disc,neutral,2
absa,laptop,train,141,"Called Acer many times, they want me to pay the shipping to ship it to their repair center - I was very disappointed since it is a brand new computer!",repair center,neutral,2
absa,laptop,train,607,tons of bloatware and junk programs.,programs,negative,1
absa,laptop,train,1799,(The SATA controller is the motherboard chip that lets the CPU talk to the hard drive.),hard drive,neutral,2
absa,laptop,train,1878,1.You can not change your desktop background (window's 7 starter does NOT support that function).,window's 7 starter,negative,1
absa,laptop,train,881,"After 2 months of complaints, Asus finally sent the right power supply to my techies.",techies,neutral,2
absa,laptop,train,1252,Somehow the system clock got messed up after reboot.,system clock,negative,1
absa,laptop,train,2346,I'm already hooked on the sleek look and dependability that this laptop has shown.,look,positive,0
absa,laptop,train,1968,Sure it has the one touch keys but that was the best feature of the computer.,one touch keys,positive,0
absa,laptop,train,451,It was very easy to just pick up and use-- It did not take long to get used to the Mac OS.,use,positive,0
absa,laptop,train,1564,The display is awesome.,display,positive,0
absa,laptop,train,1186,"And if you do a lot of writing, editing is a problem since there is no  forward delete  key.",delete  key,negative,1
absa,laptop,train,569,But the screen size is not that bad for email and web browsing.,web browsing,neutral,2
absa,laptop,train,599,"It absolutely is more expensive than most PC laptops, but the ease of use, security, and minimal problems that have arisen make it well worth the pricetag.",use,positive,0
absa,laptop,train,1658,"Garageband is more for the musicians, and the laptop is equipped with a good working microphone, good enough for beginners and musicians at the intermediate level.",microphone,positive,0
absa,laptop,train,1992,"Anyway, in early July of this year, the DVD burner stopped working, and the computer stared having issues with power supply.",power supply,negative,1
absa,laptop,train,2704,Its a good laptop for its value.,value,positive,0
absa,laptop,train,2578,Additional caveat: the base installation comes with some Toshiba-specific software that may or may not be to a user's liking.,base installation,negative,1
absa,laptop,train,2387,"Screen is awesome, battery life is good.",Screen,positive,0
absa,laptop,train,128,"this is my second one and the same problem, bad video card  unreliable overall, this will be my second time returning this laptop back to best buy.",video card,negative,1
absa,laptop,train,3081,Once I removed all the software the laptop loads in 15-20 seconds.,loads,neutral,2
absa,laptop,train,2943,Its fast and another thing I like is that it has three USB ports.,USB ports,positive,0
absa,laptop,train,536,I was sorly disapointed to discover that HP (what I thought was a reputable company) wouldn't honor the warrenty when the fan blade fell apart.,warrenty,negative,1
absa,laptop,train,2875,The Toshiba laptop I am using is easier to use than most I have tried.,use,positive,0
absa,laptop,train,2080,"Even though it is running Snow Leopard, 2.4 GHz C2D is a bit of an antiquated CPU and thus the occasional spinning wheel would appear when running Office Mac applications such as Word or Excel.",Word,negative,1
absa,laptop,train,1902,  The screen almost looked like a barcode when it froze.,screen,negative,1
absa,laptop,train,98,It took several weeks just to get them to acknowledge that I owned the warranty.,warranty,negative,1
absa,laptop,train,1794,"I love the solid machined aluminum frame, and the keyboard is the best of any laptop I've used.",machined aluminum frame,positive,0
absa,laptop,train,2974,It runs very quiet too which is a plus.,runs,positive,0
absa,laptop,train,1075,It could be a perfect laptop if it would have faster system memory and its radeon 5850 would have DDR5 instead of DDR3.,system memory,negative,1
absa,laptop,train,1740,The Material this Pro is made out of seems a lot nicer than any PC  Specs: Like I said this performs a lot better than any computer I've had in the past.,Specs,negative,1
absa,laptop,train,1659,"Garageband is easy to work with, like all the other apple applications I've had experience with.",apple applications,positive,0
absa,laptop,train,2171,I can have both OSX and Windows XP running at the same time!,Windows XP,positive,0
absa,laptop,train,2686,Didn't work when shipped from Walmart.com but went into a store and exchanged for a working laptop (same make/model).,work,negative,1
absa,laptop,train,1553,"Great battery, speed, display.",speed,positive,0
absa,laptop,train,354,"The system constantly overheats, the battery life is too short, the case is coming apart, and my core applications that I use every day in my work as a graphic artist run poorly.",battery life,negative,1
absa,laptop,train,711,"Yes, I thought the expese was a little much, but I now realize you get what you pay for.",expese,negative,1
absa,laptop,train,349,i also love having the extra calculator number set up on the keyboard which most laptops do not have.,keyboard,positive,0
absa,laptop,train,2272,"We also use Paralles so we can run virtual machines of Windows XP Professional, Windows 7 Home Premium, Windows Server Enterprise 2003, and Windows Server 2008 Enterprise.",Windows 7 Home Premium,neutral,2
absa,laptop,train,2018,The materials that came with the computer did not include the right # anywhere.,materials,negative,1
absa,laptop,train,2234,and it comes with the new OSX that comes with new features that makes the use more easy.,OSX,positive,0
absa,laptop,train,624,They claim call center is still down.,call center,negative,1
absa,laptop,train,2846,"It works great for general internet use, Microsoft Office apps, home bookkeeping, etc.",Microsoft Office apps,positive,0
absa,laptop,train,448,Also the display is exceptional!,display,positive,0
absa,laptop,train,2611,"Apple is always great about the aesthetics of things, they always come up with good looking products.",aesthetics,positive,0
absa,laptop,train,2752,I am using the external speaker- sound is good.,sound,positive,0
absa,laptop,train,1983,"At first, the computer seemed a great deal--seemingly high-end specs for a low, low price.",specs,positive,0
absa,laptop,train,1730,"Its small enough where I can take it pretty much anywhere, but still has a big enough screen to get everything done.",screen,positive,0
absa,laptop,train,950,  The company sent me a whole new cord overnight and apologized.,cord,positive,0
absa,laptop,train,2489,"I think the manual is somewhere on the hard drive, but I rather have a hard copy.",manual,neutral,2
absa,laptop,train,394,"The leather carrying case, keyboard and mouse arrived in two days from Memphis warehouse.",mouse,neutral,2
absa,laptop,train,2506,"I was originally concerned that I couldn't view work I had done in college on my Mac because of the PC formatting, but I was even more thrilled to learn of programs like iLife and iWork that allow you to convert your PC documents into readable files on Macs.",iLife,positive,0
absa,laptop,train,2780,There is no number pad to the right of the keyboard which is a bummer.,pad,negative,1
absa,laptop,train,836,The AC power port becomes loose over time,AC power port,negative,1
absa,laptop,train,901,"So I called Compaq, and after being on the phone for 3 hours, i finally got a replacement which I shouldn't have had a problem getting since it was under warranty.",warranty,neutral,2
absa,laptop,train,2130,I also liked the glass screen.,glass screen,positive,0
absa,laptop,train,2697,I also had a problem with the touchpad that caused the mouse pointer to jump all over the screen.,touchpad,negative,1
absa,laptop,train,2323,I like how the Mac OS is so simple and easy to use.,Mac OS,positive,0
absa,laptop,train,1745,"Though the picture, video, and music software is nowhere close to professional grade software Im used to (CS5) but does the job for beginner and even intermediate media designers.",software,positive,0
absa,laptop,train,1502,"But to be honest, I don't use my computer for anything like graphics editing and complex data analysis and gaming.",graphics editing,neutral,2
absa,laptop,train,2071,"So I called customer support (which is good too) and they went through it and it is just a safety feature and it does not affect performance at all, I just chose to hide the message.",safety feature,neutral,2
absa,laptop,train,1400,with the switch being at the top you need to memorize the key combination rather than just flicking a switch.,switch,negative,1
absa,laptop,train,2588,"Its Office compatible, but the features and its functioning is all new again so you might as well save the money and just learn the pre installed mac programs.",programs,neutral,2
absa,laptop,train,1149,I had always used PCs and been constantly frustrated by the crashing and the poorly designed operating systems that were never very intuitive.,operating systems,negative,1
absa,laptop,train,1163,"After numerous calls to Applecare tech support, I was directed to send in my computer;",Applecare tech support,negative,1
absa,laptop,train,104,Is this partially due to the fact that it is running Windows Vista?,Windows Vista,neutral,2
absa,laptop,train,2331,) I also tried the touch pad and compared it to other netbooks in the store.,touch pad,neutral,2
absa,laptop,train,453,"There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc.",photo management,neutral,2
absa,laptop,train,213,Speakers too small to be of any real use.,Speakers,negative,1
absa,laptop,train,2133,But you must get the 15 inch.,15 inch,positive,0
